,cs__acuracy,loss,min_apart,val_cs__acuracy,val_loss,val_min_apart,learning_rate
0,0.027814747765660286,0.49341094493865967,180.15940856933594,0.02602539025247097,0.5092108845710754,186.362060546875,9.999999747378752e-05
1,0.02766674943268299,0.4951528310775757,180.22738647460938,0.02482503280043602,0.5062644481658936,185.37107849121094,9.999999747378752e-05
2,0.027436112985014915,0.490118145942688,180.4068603515625,0.02823079377412796,0.49274128675460815,174.93487548828125,9.999999747378752e-05
3,0.027538739144802094,0.4937472641468048,180.36793518066406,0.02862548828125,0.4938111901283264,176.7948760986328,9.999999747378752e-05
4,0.027450157329440117,0.4879920184612274,180.56520080566406,0.02882893942296505,0.48546987771987915,178.93421936035156,9.999999747378752e-05
5,0.027654867619276047,0.48044320940971375,180.39175415039062,0.02921956405043602,0.4677191972732544,177.7081756591797,9.999999747378752e-05
6,0.02757870778441429,0.4701401889324188,180.3108367919922,0.03118082694709301,0.466129869222641,177.08743286132812,9.999999747378752e-05
7,0.0276348814368248,0.45763397216796875,180.2304229736328,0.03019612655043602,0.4632948338985443,177.44772338867188,9.999999747378752e-05
8,0.027545219287276268,0.4420122504234314,180.3105010986328,0.02981770783662796,0.4164620339870453,177.2334442138672,9.999999747378752e-05
9,0.02756466530263424,0.4176689088344574,180.20437622070312,0.03087565116584301,0.42334944009780884,177.493896484375,9.999999747378752e-05
10,0.02748202346265316,0.39426860213279724,179.9888458251953,0.02889811247587204,0.38216453790664673,178.33546447753906,9.999999747378752e-05
11,0.02783041074872017,0.3699812591075897,179.9040069580078,0.02993164025247097,0.38212454319000244,177.79978942871094,9.999999747378752e-05
12,0.027844995260238647,0.3554059565067291,179.94235229492188,0.03028157539665699,0.3695610463619232,177.3447723388672,9.999999747378752e-05
13,0.027857957407832146,0.3395678699016571,179.7918243408203,0.02764078788459301,0.3349005877971649,178.39093017578125,9.999999747378752e-05
14,0.027978947386145592,0.3280848264694214,179.91981506347656,0.02687581442296505,0.32359281182289124,178.89537048339844,9.999999747378752e-05
15,0.02772238478064537,0.31637153029441833,179.79873657226562,0.02991943433880806,0.306862473487854,178.49656677246094,9.999999747378752e-05
16,0.027908191084861755,0.3073602318763733,179.83070373535156,0.02737630158662796,0.30874454975128174,178.60333251953125,9.999999747378752e-05
17,0.02772076427936554,0.2996363937854767,179.69219970703125,0.02869466133415699,0.307021826505661,178.3998260498047,9.999999747378752e-05
18,0.028197702020406723,0.289562851190567,179.7233428955078,0.02858479879796505,0.29741907119750977,179.2474822998047,9.999999747378752e-05
19,0.0277980025857687,0.2810860276222229,179.7511749267578,0.02614339254796505,0.30469420552253723,179.55136108398438,9.999999747378752e-05
20,0.027990290895104408,0.2725588083267212,179.6996612548828,0.02690022811293602,0.2904210686683655,180.2683868408203,9.999999747378752e-05
21,0.0278460755944252,0.26580584049224854,179.75347900390625,0.02670898474752903,0.31428471207618713,179.78636169433594,9.999999747378752e-05
22,0.027957342565059662,0.26118674874305725,179.73361206054688,0.02781168557703495,0.2865884304046631,178.66464233398438,9.999999747378752e-05
23,0.02792331390082836,0.25470730662345886,179.760009765625,0.02711588516831398,0.290322482585907,179.46917724609375,9.999999747378752e-05
24,0.02808481454849243,0.2468235343694687,179.6438751220703,0.02742513082921505,0.2719264626502991,180.19888305664062,9.999999747378752e-05
25,0.027976786717772484,0.24218735098838806,179.6846923828125,0.02814127691090107,0.2775439918041229,178.79876708984375,9.999999747378752e-05
26,0.028027020394802094,0.23569895327091217,179.54562377929688,0.03009440191090107,0.28918102383613586,177.97621154785156,9.999999747378752e-05
27,0.027829330414533615,0.2340603917837143,179.59869384765625,0.02829589881002903,0.2705099284648895,178.5478515625,9.999999747378752e-05
28,0.02797030471265316,0.22526700794696808,179.4480438232422,0.02870279923081398,0.2658193111419678,178.65695190429688,9.999999747378752e-05
29,0.027969764545559883,0.22080783545970917,179.56591796875,0.02842203713953495,0.26010340452194214,176.97256469726562,9.999999747378752e-05
30,0.027899008244276047,0.21496503055095673,179.566650390625,0.02843424491584301,0.2719773054122925,178.95225524902344,9.999999747378752e-05
31,0.028230110183358192,0.21208296716213226,179.5460662841797,0.02836507186293602,0.25629866123199463,176.86190795898438,9.999999747378752e-05
