angular_mae_minutes,loss,val_angular_mae_minutes,val_loss,learning_rate
176.67401123046875,3.20021915435791,179.40455627441406,3.2588844299316406,0.0010000000474974513
174.7938995361328,3.143951892852783,179.29139709472656,3.2146356105804443,0.0010000000474974513
177.36398315429688,3.2122788429260254,180.64524841308594,3.2906224727630615,0.0010000000474974513
170.30279541015625,3.0232207775115967,165.19351196289062,2.9191994667053223,0.0010000000474974513
169.70826721191406,3.0069901943206787,179.07522583007812,3.2822022438049316,0.0010000000474974513
171.43385314941406,3.0472822189331055,178.10720825195312,3.1819262504577637,0.0010000000474974513
179.33883666992188,3.2624471187591553,179.77276611328125,3.294403314590454,0.0010000000474974513
176.56198120117188,3.1817760467529297,178.22462463378906,3.262111186981201,0.0010000000474974513
167.89671325683594,2.9496822357177734,180.21949768066406,3.2714173793792725,0.0010000000474974513
159.83628845214844,2.728058338165283,175.7351837158203,3.1961605548858643,0.0005000000237487257
145.39767456054688,2.3353309631347656,140.9835968017578,2.2311275005340576,0.0005000000237487257
145.08285522460938,2.3344647884368896,180.48452758789062,3.27533221244812,0.0005000000237487257
147.52899169921875,2.3841962814331055,167.23123168945312,2.913843870162964,0.0005000000237487257
144.36627197265625,2.3122239112854004,147.6731414794922,2.4112865924835205,0.0005000000237487257
141.23007202148438,2.23112416267395,180.48504638671875,3.2753562927246094,0.0005000000237487257
134.55966186523438,2.051668882369995,180.5697784423828,3.2848777770996094,0.0005000000237487257
137.88446044921875,2.1417505741119385,134.05552673339844,2.020949125289917,0.0002500000118743628
128.87449645996094,1.9125275611877441,182.779296875,3.370746374130249,0.0002500000118743628
125.95616149902344,1.8351424932479858,170.20469665527344,3.0049989223480225,0.0002500000118743628
121.11390686035156,1.7229952812194824,181.85435485839844,3.3315489292144775,0.0002500000118743628
117.75715637207031,1.6438970565795898,179.2106475830078,3.253075361251831,0.0002500000118743628
117.42840576171875,1.6309787034988403,115.85549926757812,1.6075674295425415,0.0002500000118743628
114.33087921142578,1.5442867279052734,116.39718627929688,1.6901865005493164,0.0002500000118743628
110.77619171142578,1.4632381200790405,178.85238647460938,3.2635796070098877,0.0002500000118743628
110.4959945678711,1.4512770175933838,162.25704956054688,2.767479658126831,0.0002500000118743628
106.77828216552734,1.3632304668426514,186.27194213867188,3.3959403038024902,0.0002500000118743628
105.63514709472656,1.3413259983062744,190.18801879882812,3.4877004623413086,0.0002500000118743628
98.0960922241211,1.1633225679397583,171.62429809570312,3.006962299346924,0.0001250000059371814
97.20767211914062,1.1443966627120972,100.32136535644531,1.2301862239837646,0.0001250000059371814
92.01251220703125,1.0241942405700684,100.79546356201172,1.234022855758667,0.0001250000059371814
92.00525665283203,1.0271445512771606,148.87872314453125,2.424640655517578,0.0001250000059371814
88.26466369628906,0.9391565322875977,159.15313720703125,2.7042880058288574,0.0001250000059371814
85.73507690429688,0.888917088508606,97.13471221923828,1.1661899089813232,0.0001250000059371814
81.73989868164062,0.8048689961433411,136.849853515625,2.1787376403808594,0.0001250000059371814
80.20236206054688,0.7849598526954651,100.179443359375,1.250730276107788,0.0001250000059371814
77.23738098144531,0.7224430441856384,100.54759979248047,1.2210614681243896,0.0001250000059371814
79.72869873046875,0.796451985836029,102.48868560791016,1.2348731756210327,0.0001250000059371814
77.1797103881836,0.7452200651168823,150.5226593017578,2.4502146244049072,0.0001250000059371814
73.6195068359375,0.6688457727432251,78.22765350341797,0.7490087151527405,6.25000029685907e-05
72.28719329833984,0.6505584120750427,86.2177505493164,0.9703091382980347,6.25000029685907e-05
71.143310546875,0.6202695965766907,77.01432800292969,0.7174100875854492,6.25000029685907e-05
69.25576782226562,0.5883135795593262,71.43794250488281,0.6607621312141418,6.25000029685907e-05
67.7705307006836,0.5698502659797668,66.14657592773438,0.5554987788200378,6.25000029685907e-05
66.27951049804688,0.5450829267501831,74.63094329833984,0.671331524848938,6.25000029685907e-05
65.08529663085938,0.5263139009475708,60.6599006652832,0.4520246386528015,6.25000029685907e-05
64.84161376953125,0.5281047224998474,71.26585388183594,0.683993399143219,6.25000029685907e-05
63.270565032958984,0.5050342082977295,131.54981994628906,2.0930867195129395,6.25000029685907e-05
63.10152053833008,0.4988780915737152,130.48785400390625,2.0581350326538086,6.25000029685907e-05
63.13690948486328,0.5025325417518616,64.37916564941406,0.4962535500526428,6.25000029685907e-05
62.637672424316406,0.5027589797973633,104.83602142333984,1.3249551057815552,6.25000029685907e-05
