,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.0729166641831398,3.1008059978485107,0.041111111640930176,4.585315227508545,0.0005000000237487257
1,0.1329166740179062,2.6855621337890625,0.03999999910593033,7.757721900939941,0.0005000000237487257
2,0.1805555522441864,2.426417112350464,0.03722222149372101,4.981674671173096,0.0005000000237487257
3,0.24618054926395416,2.188324451446533,0.08777777850627899,4.253196716308594,0.0005000000237487257
4,0.33395832777023315,1.9197466373443604,0.06333333253860474,5.26565408706665,0.0005000000237487257
5,0.4466666579246521,1.5622737407684326,0.056111112236976624,7.258297920227051,0.0005000000237487257
6,0.5788194537162781,1.2128982543945312,0.03611111268401146,136.77804565429688,0.0005000000237487257
7,0.6611111164093018,0.9835647344589233,0.09833333641290665,8.773265838623047,0.0005000000237487257
8,0.7330555319786072,0.7942463755607605,0.058888889849185944,14.906039237976074,0.0005000000237487257
9,0.8097916841506958,0.6200627088546753,0.5155555605888367,1.3404699563980103,0.0002500000118743628
10,0.8479166626930237,0.5309898257255554,0.7288888692855835,0.8023642897605896,0.0002500000118743628
11,0.8597916960716248,0.485304594039917,0.1733333319425583,6.14010763168335,0.0002500000118743628
12,0.8799999952316284,0.4411003291606903,0.7250000238418579,0.771226167678833,0.0002500000118743628
13,0.8954861164093018,0.4031425714492798,0.041111111640930176,137.60044860839844,0.0002500000118743628
14,0.9065971970558167,0.3662613034248352,0.41111111640930176,2.3047780990600586,0.0002500000118743628
15,0.9159027934074402,0.3377601206302643,0.7527777552604675,0.7422049045562744,0.0002500000118743628
16,0.9237499833106995,0.30927354097366333,0.0972222238779068,11.215248107910156,0.0002500000118743628
17,0.9306944608688354,0.2885049879550934,0.6505555510520935,1.1844829320907593,0.0002500000118743628
18,0.9387500286102295,0.26591432094573975,0.7711111307144165,0.7367873787879944,0.0002500000118743628
19,0.9477083086967468,0.24225333333015442,0.0994444414973259,17.78125,0.0002500000118743628
20,0.9536805748939514,0.222553551197052,0.5233333110809326,1.6833325624465942,0.0002500000118743628
21,0.9553472399711609,0.21447087824344635,0.12777778506278992,10.161076545715332,0.0002500000118743628
22,0.9633333086967468,0.19823075830936432,0.21666666865348816,8.030868530273438,0.0002500000118743628
23,0.9667361378669739,0.18443988263607025,0.6349999904632568,1.5318223237991333,0.0002500000118743628
24,0.9779166579246521,0.15257573127746582,0.3100000023841858,3.985210418701172,0.0001250000059371814
25,0.9783333539962769,0.14457698166370392,0.7488889098167419,0.8250333070755005,0.0001250000059371814
26,0.9786111116409302,0.14514625072479248,0.948888897895813,0.20622409880161285,0.0001250000059371814
27,0.979930579662323,0.1385863721370697,0.9516666531562805,0.21097946166992188,0.0001250000059371814
28,0.9827777743339539,0.1353212296962738,0.21388888359069824,5.946926116943359,0.0001250000059371814
29,0.9825694561004639,0.13206127285957336,0.727222204208374,0.8659027218818665,0.0001250000059371814
30,0.9854860901832581,0.12326531112194061,0.1411111056804657,14.300863265991211,0.0001250000059371814
31,0.9835416674613953,0.12746968865394592,0.04777777940034866,65.47209930419922,0.0001250000059371814
32,0.9884722232818604,0.11499641090631485,0.972777783870697,0.1415259689092636,6.25000029685907e-05
33,0.9893055558204651,0.1094992384314537,0.972777783870697,0.1523837000131607,6.25000029685907e-05
34,0.988819420337677,0.11009092628955841,0.9711111187934875,0.15442098677158356,6.25000029685907e-05
35,0.9897222518920898,0.10395333915948868,0.6405555605888367,1.181498646736145,6.25000029685907e-05
36,0.9904860854148865,0.105243019759655,0.3316666781902313,3.7903850078582764,6.25000029685907e-05
37,0.9904860854148865,0.10392683744430542,0.9738888740539551,0.14095808565616608,6.25000029685907e-05
38,0.9910416603088379,0.10122678428888321,0.9777777791023254,0.12676702439785004,6.25000029685907e-05
39,0.9897222518920898,0.10156869143247604,0.898888885974884,0.33985909819602966,6.25000029685907e-05
40,0.9911805391311646,0.10052211582660675,0.9611111283302307,0.16360267996788025,6.25000029685907e-05
41,0.991944432258606,0.09684962779283524,0.9449999928474426,0.22219441831111908,6.25000029685907e-05
42,0.991527795791626,0.09740298241376877,0.8611111044883728,0.4552190601825714,6.25000029685907e-05
43,0.9920138716697693,0.09562952816486359,0.9483333230018616,0.2068040817975998,6.25000029685907e-05
44,0.9935416579246521,0.09232225269079208,0.9522222280502319,0.22567179799079895,3.125000148429535e-05
