angular_mae_minutes,loss,val_angular_mae_minutes,val_loss,learning_rate
178.6183624267578,3.2540948390960693,180.28590393066406,3.308227300643921,0.0010000000474974513
175.96107482910156,3.185549259185791,179.56695556640625,3.2723257541656494,0.0010000000474974513
176.66842651367188,3.200659990310669,178.71865844726562,3.252163887023926,0.0010000000474974513
171.19544982910156,3.0564866065979004,180.97531127929688,3.311025857925415,0.0010000000474974513
172.31942749023438,3.085587739944458,179.57229614257812,3.2996203899383545,0.0010000000474974513
176.564697265625,3.1939220428466797,182.39610290527344,3.319770574569702,0.0010000000474974513
169.3916015625,3.00780987739563,181.3056182861328,3.3184397220611572,0.0010000000474974513
156.1276397705078,2.6409003734588623,180.5442657470703,3.3103246688842773,0.0010000000474974513
153.0227813720703,2.5566773414611816,180.59292602539062,3.3066625595092773,0.0005000000237487257
154.47653198242188,2.5979533195495605,180.66534423828125,3.299201488494873,0.0005000000237487257
148.1036834716797,2.4202687740325928,180.5243682861328,3.2962169647216797,0.0005000000237487257
144.43017578125,2.3189005851745605,180.89166259765625,3.2922327518463135,0.0005000000237487257
150.8266143798828,2.4917104244232178,180.7503662109375,3.3018429279327393,0.0005000000237487257
151.64141845703125,2.5138890743255615,174.3778839111328,3.1616790294647217,0.0002500000118743628
143.9615936279297,2.308347702026367,180.51519775390625,3.3003132343292236,0.0002500000118743628
140.21083068847656,2.203120470046997,166.81918334960938,2.916118860244751,0.0002500000118743628
138.42599487304688,2.1529171466827393,180.4947967529297,3.2995948791503906,0.0002500000118743628
135.230224609375,2.0737624168395996,172.62155151367188,3.1068434715270996,0.0002500000118743628
134.3230743408203,2.048616886138916,180.51470947265625,3.3022830486297607,0.0002500000118743628
134.96725463867188,2.0678224563598633,169.68324279785156,3.014211416244507,0.0002500000118743628
132.79298400878906,2.0098347663879395,180.48287963867188,3.2995643615722656,0.0002500000118743628
130.58763122558594,1.9440276622772217,149.9705047607422,2.4544410705566406,0.0001250000059371814
130.08065795898438,1.9332706928253174,168.80174255371094,3.005603075027466,0.0001250000059371814
130.6709442138672,1.9455697536468506,166.57118225097656,2.8860886096954346,0.0001250000059371814
128.78590393066406,1.902627944946289,172.0708465576172,3.041125535964966,0.0001250000059371814
129.3849334716797,1.9167498350143433,185.27505493164062,3.430305004119873,0.0001250000059371814
128.55844116210938,1.8866733312606812,173.38327026367188,3.134627103805542,0.0001250000059371814
130.77366638183594,1.9484392404556274,138.16244506835938,2.1562130451202393,6.25000029685907e-05
128.2276153564453,1.8834117650985718,130.21636962890625,1.9575480222702026,6.25000029685907e-05
128.04547119140625,1.8791921138763428,134.07081604003906,2.0391685962677,6.25000029685907e-05
127.59429931640625,1.864374041557312,131.91934204101562,2.003427267074585,6.25000029685907e-05
127.00227355957031,1.850633978843689,128.48123168945312,1.8870956897735596,6.25000029685907e-05
128.7594757080078,1.8902546167373657,152.23463439941406,2.5383243560791016,6.25000029685907e-05
127.27313995361328,1.850365400314331,163.24774169921875,2.803098678588867,6.25000029685907e-05
126.91404724121094,1.8446813821792603,145.5125732421875,2.3027658462524414,6.25000029685907e-05
126.9926528930664,1.8438644409179688,178.42507934570312,3.185767650604248,6.25000029685907e-05
126.9677505493164,1.847701907157898,160.60903930664062,2.7293529510498047,6.25000029685907e-05
129.1885986328125,1.899520754814148,145.78660583496094,2.352919816970825,3.125000148429535e-05
125.81130981445312,1.8116477727890015,150.62960815429688,2.480170249938965,3.125000148429535e-05
125.6925048828125,1.8122793436050415,134.61001586914062,2.0518720149993896,3.125000148429535e-05
125.12333679199219,1.7949156761169434,135.23719787597656,2.081883192062378,3.125000148429535e-05
125.8165054321289,1.8120841979980469,149.09747314453125,2.4122073650360107,3.125000148429535e-05
